quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
0	0.16666666666666666	1	1	0	0	4/4	1	1	1/24		1/16	2/3		-2	58	0
0	0.5	1	1	0	0	4/4	2	1	1/8		1/8	1		-2	58	24
1/6	0.16666666666666666	1	1	1/24	1/24	4/4	1	1	1/24		1/16	2/3		-7	59	1
1/3	0.16666666666666666	1	1	1/12	1/12	4/4	1	1	1/24		1/16	2/3		-2	70	2
1/2	0.16666666666666666	1	1	1/8	1/8	4/4	1	1	1/24		1/16	2/3		-7	71	3
2/3	0.16666666666666666	1	1	1/6	1/6	4/4	1	1	1/24		1/16	2/3		-2	70	4
5/6	0.16666666666666666	1	1	5/24	5/24	4/4	1	1	1/24		1/16	2/3		-7	59	5
1	0.16666666666666666	1	1	1/4	1/4	4/4	1	1	1/24		1/16	2/3		-2	58	6
1	0.5	1	1	1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	25
7/6	0.16666666666666666	1	1	7/24	7/24	4/4	1	1	1/24		1/16	2/3		-7	59	7
4/3	0.16666666666666666	1	1	1/3	1/3	4/4	1	1	1/24		1/16	2/3		-2	70	8
3/2	0.16666666666666666	1	1	3/8	3/8	4/4	1	1	1/24		1/16	2/3		-7	71	9
5/3	0.16666666666666666	1	1	5/12	5/12	4/4	1	1	1/24		1/16	2/3		-2	70	10
11/6	0.16666666666666666	1	1	11/24	11/24	4/4	1	1	1/24		1/16	2/3		-7	59	11
2	0.16666666666666666	1	1	1/2	1/2	4/4	1	1	1/24		1/16	2/3		-2	58	12
2	0.5	1	1	1/2	1/2	4/4	2	1	1/8		1/8	1		-2	58	26
13/6	0.16666666666666666	1	1	13/24	13/24	4/4	1	1	1/24		1/16	2/3		-7	59	13
7/3	0.16666666666666666	1	1	7/12	7/12	4/4	1	1	1/24		1/16	2/3		-2	70	14
5/2	0.16666666666666666	1	1	5/8	5/8	4/4	1	1	1/24		1/16	2/3		-7	71	15
8/3	0.16666666666666666	1	1	2/3	2/3	4/4	1	1	1/24		1/16	2/3		-2	70	16
17/6	0.16666666666666666	1	1	17/24	17/24	4/4	1	1	1/24		1/16	2/3		-7	59	17
3	0.16666666666666666	1	1	3/4	3/4	4/4	1	1	1/24		1/16	2/3		-2	58	18
3	0.5	1	1	3/4	3/4	4/4	2	1	1/8		1/8	1		-2	58	27
